ラテン文字	キリル文字
Yú	Ю
'Yu	Ю
yú	ю
'yu	ю
Yá	Я
'Ya	Я
yá	я
'ya	я
Yé	Е
'Ye	Е
yé	е
'ye	е
Yó	Ё
'Yo	Ё
yó	ё
'yo	ё
Ɣ	Ҕ
Gh	Ҕ
ɣ	ҕ
gh	ҕ
J̌	Дь
Dj	Дь
ǰ	дь
dj	дь
Ń	Нь
Ny	Нь
ń	нь
ny	нь
Ŋ	Ҥ
Ng	Ҥ
ŋ	ҥ
ng	ҥ
Ü	Ү
Ue	Ү
ü	ү
ue	ү
Ts	Ц
ts	ц
Šː	Щ
Ssy	Щ
šː	щ
ssy	щ
Š	Ш
Sy	Ш
š	ш
sy	ш
Ö	Ө
Oe	Ө
ö	ө
oe	ө
A	А
a	а
B	Б
b	б
V	В
v	в
G	Г
g	г
D	Д
d	д
J	Ж
j	ж
Z	З
z	з
I	И
i	и
Y	Й
y	й
K	К
k	к
L	Л
l	л
M	М
m	м
N	Н
n	н
O	О
o	о
P	П
p	п
R	Р
r	р
S	С
s	с
H	Һ
h	һ
T	Т
t	т
U	У
u	у
F	Ф
f	ф
X	Х
x	х
Č	Ч
C	Ч
č	ч
c	ч
ˠ	ъ
''	ъ
Ï	Ы
W	Ы
ï	ы
w	ы
ʲ	ь
'	ь
E	Э
e	э
